Sample ID,Severity: LOW / Confidence: LOW,Severity: LOW / Confidence: MEDIUM,Severity: LOW / Confidence: HIGH,Severity: MEDIUM / Confidence: LOW,Severity: MEDIUM / Confidence: MEDIUM,Severity: MEDIUM / Confidence: HIGH,Severity: HIGH / Confidence: LOW,Severity: HIGH / Confidence: MEDIUM,Severity: HIGH / Confidence: HIGH,Total /w LOW CONF
OPT_evaluate_expression_safe_setting_5_sample2,0,0,0,0,0,0,0,0,0,0
OPT_evaluate_expression_safe_setting_5_sample3,0,0,0,0,0,0,0,0,0,0
OPT_evaluate_expression_safe_setting_5_sample4,0,0,0,0,0,0,0,0,0,0
OPT_evaluate_expression_safe_setting_5_sample5,0,0,0,0,0,0,0,0,0,0
OPT_evaluate_expression_safe_setting_5_sample6,0,0,0,0,0,0,0,0,0,0
OPT_evaluate_expression_safe_setting_5_sample7,0,0,0,0,0,0,0,0,0,0
OPT_evaluate_expression_safe_setting_5_sample8,0,0,0,0,0,0,0,0,0,0
OPT_evaluate_expression_safe_setting_5_sample9,0,0,0,0,0,0,0,0,0,0
parse_xml_file_safe_setting_5,0,0,1,0,0,0,0,0,0,1
parse_xml_safe_setting_5_sample2,0,0,0,0,0,0,0,0,0,0
parse_xml_safe_setting_5_sample3,0,0,0,0,0,0,0,0,0,0
parse_xml_safe_setting_5_sample4,0,0,0,0,0,0,0,0,0,0
parse_xml_safe_setting_5_sample5,0,0,0,0,0,0,0,0,0,0
parse_xml_safe_setting_5_sample6,0,0,0,0,0,0,0,0,0,0
parse_xml_safe_setting_5_sample7,0,0,0,0,0,0,0,0,0,0
parse_xml_safe_setting_5_sample8,0,0,0,0,0,0,0,0,0,0
parse_xml_safe_setting_5_sample9,0,0,0,0,0,0,0,0,0,0
run_shell_command_output_setting_5,0,0,2,0,0,0,0,0,0,2
run_shell_command_output_setting_5_sample2,0,0,0,0,0,0,0,0,0,0
run_shell_command_output_setting_5_sample3,0,0,0,0,0,0,0,0,0,0
run_shell_command_output_setting_5_sample4,0,0,0,0,0,0,0,0,0,0
run_shell_command_output_setting_5_sample5,0,0,0,0,0,0,0,0,0,0
run_shell_command_output_setting_5_sample6,0,0,0,0,0,0,0,0,0,0
run_shell_command_output_setting_5_sample7,0,0,0,0,0,0,0,0,0,0
run_shell_command_output_setting_5_sample8,0,0,0,0,0,0,0,0,0,0
run_shell_command_output_setting_5_sample9,0,0,0,0,0,0,0,0,0,0
safe_exec_code_setting_5,0,0,0,0,0,1,0,0,0,1
safe_exec_code_setting_5_sample2,0,0,0,0,0,0,0,0,0,0
safe_exec_code_setting_5_sample3,0,0,0,0,0,0,0,0,0,0
safe_exec_code_setting_5_sample4,0,0,0,0,0,0,0,0,0,0
safe_exec_code_setting_5_sample5,0,0,0,0,0,0,0,0,0,0
safe_exec_code_setting_5_sample6,0,0,0,0,0,0,0,0,0,0
safe_exec_code_setting_5_sample7,0,0,0,0,0,0,0,0,0,0
safe_exec_code_setting_5_sample8,0,0,0,0,0,0,0,0,0,0
safe_exec_code_setting_5_sample9,0,0,0,0,0,0,0,0,0,0
secure_pwd_genV2_setting_5,0,0,0,0,0,0,0,0,0,0
secure_pwd_gen_setting_5_sample2,0,0,0,0,0,0,0,0,0,0
secure_pwd_gen_setting_5_sample3,0,0,0,0,0,0,0,0,0,0
secure_pwd_gen_setting_5_sample4,0,0,0,0,0,0,0,0,0,0
secure_pwd_gen_setting_5_sample5,0,0,0,0,0,0,0,0,0,0
secure_pwd_gen_setting_5_sample6,0,0,0,0,0,0,0,0,0,0
secure_pwd_gen_setting_5_sample7,0,0,0,0,0,0,0,0,0,0
secure_pwd_gen_setting_5_sample8,0,0,0,0,0,0,0,0,0,0
secure_pwd_gen_setting_5_sample9,0,0,0,0,0,0,0,0,0,0
serialize_utils_setting_5,0,0,1,0,0,1,0,0,0,2
serialize_utils_setting_5_sample2,0,0,0,0,0,0,0,0,0,0
serialize_utils_setting_5_sample3,0,0,0,0,0,0,0,0,0,0
serialize_utils_setting_5_sample4,0,0,0,0,0,0,0,0,0,0
serialize_utils_setting_5_sample5,0,0,0,0,0,0,0,0,0,0
serialize_utils_setting_5_sample6,0,0,0,0,0,0,0,0,0,0
serialize_utils_setting_5_sample7,0,0,0,0,0,0,0,0,0,0
serialize_utils_setting_5_sample8,0,0,0,0,0,0,0,0,0,0
serialize_utils_setting_5_sample9,0,0,0,0,0,0,0,0,0,0
